url,category_code,category_description,date_added,source,notes,rank
https://www.cannadicina.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,sale of cannabis products,107601045
http://ecuadorcannabico.blogspot.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,pro-legalization of cannabis,16951249
https://shuraec.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,sale of cannabis products,-1
https://cannalifegye.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,sale of cannabis products,-1
https://www.cannlivecuador.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,medical cannabis,265015606
https://www.dracannabisec.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,medical cannabis,-1
https://pharmacannabismedical.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,medical cannabis,-1
https://licorec.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor industry / sale,160710437
https://andinalicores.com.ec/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,wholesale liquor sale,90553929
https://bravitosa.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,wholesale liquor sale,-1
https://distribuidoraquisimalin.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor distributor,-1
http://www.hernancabezaslicores.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor sale,-1
https://siflicores.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor sale,-1
https://elcofredorado.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor sale,-1
https://licoreria-a-domicilio-quito-la-pinta.negocio.site/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor store at home,-1
http://lacigarralicores.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor sale,317491298
https://licoreschullavida.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor store at home,-1
https://lataberna.com.ec/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor sale,20916364
https://www.yositomo.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor store at home,320501447
https://alambiconline.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,liquor sale,21839820
https://paisaseeds.com/,ALDR,Alcohol & Drugs,2021-06-26,Netalitica,marijuana seed shop,64642004
https://tienda.supermercadosantamaria.com/,COMM,E-commerce,2021-06-22,Netalitica,online supermarket,159255228
https://www.coralhipermercados.com/,COMM,E-commerce,2021-06-22,Netalitica,online supermarket,7209187
http://www.orvehogar.com.ec/,COMM,E-commerce,2021-06-22,Netalitica,home appliances store,50396160
https://www.frecuento.com/,COMM,E-commerce,2021-06-22,Netalitica,home appliances store,68066667
https://modarm.com/,COMM,E-commerce,2021-06-22,Netalitica,clothing store,47665380
https://www.novicompu.com/,COMM,E-commerce,2021-06-22,Netalitica,computer store,12142277
https://www.tecnomegastore.ec/,COMM,E-commerce,2021-06-22,Netalitica,computer store,6181015
https://www.superpaco.com/,COMM,E-commerce,2021-06-22,Netalitica,Stationery,5762356
https://almacenesmarriott.com/,COMM,E-commerce,2021-06-22,Netalitica,furniture store,7361371
https://impomax.com/,COMM,E-commerce,2021-06-26,Netalitica,security items store,317003842
https://puertolibreecuador.com/,COMM,E-commerce,2021-06-26,Netalitica,electronics store,77386102
https://tiendamia.com/ec/,COMM,E-commerce,2021-06-30,Netalitica,buy in stores abroad,4595968
https://www.mimallec.com/,COMM,E-commerce,2021-07-03,Netalitica,buy in stores abroad,100001358
https://www.cenlibrosecuador.org/,COMM,E-commerce,2021-07-01,Netalitica,Bookstore,20798663
https://www.rayuela.ec/,COMM,E-commerce,2021-07-01,Netalitica,Bookstore,10235247
https://www.fybeca.com/,COMM,E-commerce,2021-07-11,Netalitica,drugstore,10131111
https://www.mercadolibre.com.ec/,COMM,E-commerce,2021-06-22,Netalitica,platform for buying and selling items,3958264
https://www.olx.com.ec/,COMM,E-commerce,2021-06-24,Netalitica,platform for buying and selling items,4429341
https://www.despegar.com.ec/,COMM,E-commerce,2021-06-29,Netalitica,plane tickets and hotels,5819357
https://www.gestiondocumental.gob.ec/,COMT,Communication Tools,2021-06-22,Netalitica,shared government files,10513424
http://www.enviarmensajesdetexto.org/Mensajes2/Enviar-mensajes-Ecuador.htm/,COMT,Communication Tools,2021-06-30,Netalitica,send sms online,15508294
http://webmail.satnet.net/,COMT,Communication Tools,2021-06-30,Netalitica,webmail,128128900
https://www.conmicelu.com/sms-anonimo/,COMT,Communication Tools,2021-06-30,Netalitica,send sms online,6865856
https://www.afreesms.com/intl/ecuador/,COMT,Communication Tools,2021-06-30,Netalitica,send sms online,912699
https://supercines.com/,CULTR,Culture,2021-06-22,Netalitica,cinema,4611276
https://www.multicines.com.ec/,CULTR,Culture,2021-06-22,Netalitica,cinema,4948031
https://www.cinemark.com.ec/,CULTR,Culture,2021-06-22,Netalitica,cinema,6025867
https://starcines.com/,CULTR,Culture,2021-06-22,Netalitica,cinema,39115536
https://www.ochoymedio.net/,CULTR,Culture,2021-06-24,Netalitica,cinema,2589276
https://www.buenplan.com.ec/,CULTR,Culture,2021-06-26,Netalitica,sale of tickets to various events,1309138
https://dialoguemos.ec/,CULTR,Culture,2021-06-29,Netalitica,,4459546
http://www.celibro.org.ec/web/index.php/,CULTR,Culture,2021-07-01,Netalitica,Ecuadorian book chamber,524284
https://christoherrerainapanta.com/,CULTR,Culture,2021-07-01,Netalitica,ecuadorian literature and history,29490721
https://queleerlibros.com/,CULTR,Culture,2021-07-01,Netalitica,books website,3245358
http://www.edupedia.ec/,CULTR,Culture,2021-07-01,Netalitica,educational and cultural material,836321
https://www.solomusicos.com/ec,CULTR,Culture,2021-07-01,Netalitica,Ecuadorian musicians,9867287
https://www.musicosprofesionales.com.ec/,CULTR,Culture,2021-07-01,Netalitica,Ecuadorian musicians,-1
https://danielbeta.com/,CULTR,Culture,2021-07-01,Netalitica,Ecuadorian singer official site,158743311
https://www.teatrosucre.com/,CULTR,Culture,2021-07-01,Netalitica,theater foundation,2321840
http://touchefilms.com/,CULTR,Culture,2021-07-01,Netalitica,film production company,5595422
